layer,f,zs,L,window,Delta_ratio,status,z_hat,abs_error,D_true_over_Dmax,margin_10m,margin_20m,n_unique_modes,n_unresolved_groups,selected_mode_ids,n_detected_peaks,n_unmatched,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.1,OK,178.0,22.0,0.12622903694935655,0.17404346134467732,0.12834316370690887,0,13,832;599;508;270;256;155;141;125;108;78;48;27;6,16.0,3.0,178.0,180.0,0.9835275468011664,26.0
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.1,OK,186.0,14.0,0.10491770435122197,0.126499809585885,0.12009205554697877,0,15,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,18.0,3.0,186.0,184.0,0.9700759763631861,30.0
TRUE_K_UPPER,201.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.1,OK,184.0,16.0,0.20775265187974837,0.24508963988645402,0.2430806303354765,0,14,584;348;191;177;162;149;137;125;112;98;82;55;25;4,17.0,3.0,184.0,182.0,0.9899699253506443,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.1,OK,166.0,34.0,0.017503073556106877,0.048590008242459216,0.03601471336072172,0,15,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,17.0,2.0,166.0,168.0,0.983796953119942,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.1,OK,172.0,28.0,0.15827518425892786,0.22153944297320896,0.16538416170305184,0,14,832;599;509;270;256;221;155;141;126;108;78;48;26;6,17.0,3.0,172.0,178.0,0.9849346967350461,28.0
TRUE_K_UPPER,338.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.1,OK,186.0,14.0,0.10620895098833401,0.1274040780101577,0.12451051381435853,0,13,361;304;187;177;152;136;120;106;91;76;48;17;1,16.0,3.0,186.0,188.0,0.9645236490274158,MULTIPEAK
TRUE_K_UPPER,201.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.1,OK,182.0,18.0,0.1387204152602159,0.19970217379161495,0.14543021464468445,0,14,584;348;191;177;162;149;137;125;112;98;81;55;25;3,17.0,3.0,182.0,180.0,0.953862411598154,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.1,OK,166.0,34.0,0.005969492861581919,0.025363056419351927,0.016361344191871418,0,13,709;429;212;178;165;153;140;126;96;67;36;14;1,15.0,2.0,166.0,168.0,0.9753183989273051,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.1,OK,170.0,30.0,0.2744374874648975,0.40485548877656446,0.48332742745414775,0,11,832;599;508;255;141;126;109;78;47;26;6,14.0,3.0,170.0,172.0,0.948655929853914,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.15,OK,168.0,32.0,0.11811794127645078,0.28680522428354754,0.26410065798079047,0,14,383;360;332;304;177;153;136;120;105;90;76;48;18;1,16.0,2.0,168.0,170.0,0.9675074697247891,22.0
TRUE_K_UPPER,201.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.15,OK,184.0,16.0,0.20868752797275938,0.21310764534456067,0.23362245136311202,0,14,584;345;192;178;162;149;137;125;112;98;82;55;25;4,16.0,2.0,184.0,182.0,0.9936942032585274,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.15,OK,166.0,34.0,0.030811867356982305,0.08231120123733389,0.05754946055237085,0,15,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,18.0,3.0,166.0,168.0,0.9842628330761549,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.15,OK,180.0,20.0,0.16152376699792437,0.2665061245063678,0.16152376699792437,0,13,832;599;564;509;270;257;141;125;108;78;48;26;6,16.0,3.0,180.0,178.0,0.9976235061075359,24.0
TRUE_K_UPPER,338.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.15,OK,168.0,32.0,0.13836728861561665,0.16096604032464512,0.1924522739177935,0,15,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,18.0,3.0,168.0,170.0,0.9822244676748207,42.0
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.15,OK,184.0,16.0,0.14078178208000366,0.1636086176005036,0.18098461851265607,0,14,584;347;192;177;162;149;137;125;112;98;82;55;25;3,17.0,3.0,184.0,186.0,0.9733235824881242,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.15,OK,154.0,46.0,0.03250568642857332,0.13707604185892613,0.05329333175693885,0,15,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,18.0,3.0,154.0,156.0,0.985000257184455,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.15,OK,178.0,22.0,0.13351363190167778,0.16991110913646215,0.13360979029912592,0,13,832;599;508;270;256;155;141;125;108;78;48;27;6,16.0,3.0,178.0,180.0,0.9992803042559016,26.0
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.15,OK,172.0,28.0,0.12744228257523083,0.1561545342189557,0.14100914841338127,0,15,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,18.0,3.0,172.0,186.0,0.984716414406755,44.0
TRUE_K_UPPER,201.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.15,OK,184.0,16.0,0.2161923385640605,0.2604972068571496,0.24623140729268075,0,14,584;348;191;177;162;149;137;125;112;98;82;55;25;4,17.0,3.0,184.0,182.0,0.9992872253532088,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.15,OK,166.0,34.0,0.02028034523210146,0.04965103033882639,0.039391030355597455,0,15,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,17.0,2.0,166.0,150.0,0.9778568062324215,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.15,OK,178.0,22.0,0.1724623750592795,0.21765398095644053,0.1745585938151781,0,14,832;599;509;270;256;221;155;141;126;108;78;48;26;6,17.0,3.0,178.0,172.0,0.9992963847889538,28.0
TRUE_K_UPPER,338.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.15,OK,186.0,14.0,0.12831614045603398,0.15413422096640012,0.14368348324849484,0,13,361;304;187;177;152;136;120;106;91;76;48;17;1,16.0,3.0,186.0,172.0,0.9835042550786272,44.0
TRUE_K_UPPER,201.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.15,OK,182.0,18.0,0.1421176002807697,0.20058700162945897,0.15019104520374998,0,14,584;348;191;177;162;149;137;125;112;98;81;55;25;3,17.0,3.0,182.0,180.0,0.9462454974460841,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.15,OK,166.0,34.0,0.004982267974570889,0.021845380172390867,0.01371612568550099,0,13,709;429;212;178;165;153;140;126;96;67;36;14;1,15.0,2.0,166.0,168.0,0.9691904799947595,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.15,OK,170.0,30.0,0.27849375636284596,0.3823632821086145,0.47778004101614646,0,11,832;599;508;255;141;126;109;78;47;26;6,14.0,3.0,170.0,172.0,0.944026224250135,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,100.0,0.2,OK,168.0,32.0,0.14076767122544157,0.3361373434298723,0.31709237553080627,0,14,383;360;332;304;177;153;136;120;105;90;76;48;18;1,16.0,2.0,168.0,166.0,0.9747413154835187,22.0
TRUE_K_UPPER,201.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,100.0,0.2,OK,184.0,16.0,0.2202939907987145,0.2317370363625933,0.24228888529300405,0,14,584;345;192;178;162;149;137;125;112;98;82;55;25;4,16.0,2.0,184.0,182.0,0.9993850909998266,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,100.0,0.2,OK,150.0,50.0,0.03717397687772019,0.09028985438827918,0.06812699297394363,0,15,709;460;429;212;177;165;153;140;126;111;95;67;37;15;1,18.0,3.0,150.0,152.0,0.9811510350309789,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,100.0,0.2,OK,180.0,20.0,0.16862384586667736,0.2723941682433673,0.16862384586667736,0,13,832;599;564;509;270;257;141;125;108;78;48;26;6,16.0,3.0,180.0,178.0,0.9915107395057348,24.0
TRUE_K_UPPER,338.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,250.0,0.2,OK,168.0,32.0,0.15565875733995,0.19228313746346443,0.22751569556400075,0,15,383;360;304;196;187;177;153;136;120;106;91;76;48;18;1,18.0,3.0,168.0,166.0,0.981936055103815,44.0
TRUE_K_UPPER,201.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,250.0,0.2,OK,184.0,16.0,0.14725482745195337,0.1733578079407708,0.18602699946701454,0,14,584;347;192;177;162;149;137;125;112;98;82;55;25;3,17.0,3.0,184.0,186.0,0.9724080651525724,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,250.0,0.2,OK,154.0,46.0,0.03498419165221158,0.13847119625483953,0.057713592139867015,0,15,709;460;429;213;178;165;153;140;126;111;95;67;37;15;1,18.0,3.0,154.0,156.0,0.9807398125427451,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,250.0,0.2,OK,180.0,20.0,0.13855039212598727,0.17242244393693723,0.13855039212598727,0,13,832;599;508;270;256;155;141;125;108;78;48;27;6,16.0,3.0,180.0,178.0,0.9947026004204532,26.0
TRUE_K_UPPER,338.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,500.0,0.2,OK,172.0,28.0,0.14000846722321153,0.1841888093949908,0.16031019168238378,0,15,384;361;304;197;187;177;152;136;120;106;91;76;48;18;1,18.0,3.0,172.0,170.0,0.9834897706948512,44.0
TRUE_K_UPPER,201.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,500.0,0.2,OK,182.0,18.0,0.22183850216920542,0.27237160702104446,0.24898136905728663,0,14,584;348;191;177;162;149;137;125;112;98;82;55;25;4,17.0,3.0,182.0,184.0,0.9958941703235001,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,500.0,0.2,OK,230.0,30.0,0.02226383545788269,0.05022268382051686,0.04277898411191691,0,15,709;460;429;212;178;165;153;140;126;111;95;67;37;15;1,17.0,2.0,230.0,150.0,0.9900913118116215,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,500.0,0.2,OK,172.0,28.0,0.1811246412399981,0.22173676771429654,0.1825250760330057,0,14,832;599;509;270;256;221;155;141;126;108;78;48;26;6,17.0,3.0,172.0,178.0,0.9984966642873665,32.0
TRUE_K_UPPER,338.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,201.0,200.0,2400.0,0.0,0.2,OK,172.0,28.0,0.1423880349525754,0.1790432812456162,0.1609747015123395,0,13,361;304;187;177;152;136;120;106;91;76;48;17;1,16.0,3.0,172.0,170.0,0.99570707672258,44.0
TRUE_K_UPPER,201.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,201.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
NEAREST_MODE_OPTIMISTIC,235.0,200.0,2400.0,0.0,0.2,OK,182.0,18.0,0.14809939584180587,0.20824255764529456,0.15638523958828177,0,14,584;348;191;177;162;149;137;125;112;98;81;55;25;3,17.0,3.0,182.0,180.0,0.9470164590450469,MULTIPEAK
TRUE_K_UPPER,235.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
EQ5_IDEAL_UPPER,235.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
NEAREST_MODE_OPTIMISTIC,283.0,200.0,2400.0,0.0,0.2,OK,166.0,34.0,0.004044174770017081,0.018124771797183758,0.011042971753349454,0,13,709;429;212;178;165;153;140;126;96;67;36;14;1,15.0,2.0,166.0,168.0,0.962941318951944,MULTIPEAK
TRUE_K_UPPER,283.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
EQ5_IDEAL_UPPER,283.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,11,,,,,,,
NEAREST_MODE_OPTIMISTIC,338.0,200.0,2400.0,0.0,0.2,OK,170.0,30.0,0.27629588048903747,0.3718689885295916,0.4676752001420414,0,11,832;599;508;255;141;126;109;78;47;26;6,14.0,3.0,170.0,172.0,0.9431363868317489,MULTIPEAK
TRUE_K_UPPER,338.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,11,,,,,,,
EQ5_IDEAL_UPPER,338.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,11,,,,,,,
