T_s,psi_deg,abs_psi_deg,sigma_deg,identifiable_rate,fim_min,cond,sv_min,crlb_psi_deg,crlb_r_km,crlb_v,bearing_span_deg,mean_abs_err_psi_deg,std_abs_err_psi_deg,median_abs_err_psi_deg,mean_abs_err_r_km,mean_abs_err_v,mean_psi_width_deg,mean_r_width_km,mean_n_acc,rate_truth_in_psi_band,crlb_r_note
600.0,-15.0,15.0,0.2,1.0,1.6424974859010246e-23,1.0096467064238466e+23,2.217123550917844e-20,563.148232248859,,75.22934436648158,0.3561884336034528,2.8648721159677453,0.4771346983685488,2.6915967992773067,2.003993394382821,0.4253109179957364,10.0,15.0,1146.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-10.0,10.0,0.05,1.0,0.0,1.0351843258959028e+23,8.647829164969221e-20,140.84991375353957,,28.579031345067808,0.2388690963776597,0.4744380600720319,0.2457461342035387,0.4776055122338623,2.4240634733190687,0.0941685929116586,9.499999999999998,15.0,481.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-10.0,10.0,0.1,1.0,0.0,1.0351843258959028e+23,4.3239145824846113e-20,281.69982750707914,,57.158062690135615,0.2388690963776597,0.4899293479539797,0.3516030344800179,0.4684822510155502,2.4208289899813344,0.0913706270417785,10.625,15.0,977.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-10.0,10.0,0.2,1.0,0.0,1.0351843258959028e+23,2.161957291242305e-20,563.3996550141583,,114.31612538027125,0.2388690963776597,0.8561011256469084,0.692577090131018,0.688291699547713,2.458329329063119,0.129726536979765,12.625,15.0,1915.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-5.0,5.0,0.05,1.0,0.0,2.85335852322393e+23,3.1369781458595555e-20,140.88781258425308,,57.59835336946692,0.1198585207989335,1.7464505014737215,0.4103938774434021,1.82590203038832,2.917564271041416,0.2200580262907816,12.375,15.0,698.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-5.0,5.0,0.1,0.875,0.0,2.85335852322393e+23,1.5684890729297774e-20,281.77562516850617,,115.19670673893384,0.1198585207989335,1.8314331601170588,1.1123680490038377,1.509316915222246,2.8589412837188064,0.2084908721106747,13.625,15.0,1346.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-5.0,5.0,0.2,0.875,0.0,2.85335852322393e+23,7.842445364648889e-21,563.5512503370123,,230.39341347786768,0.1198585207989335,2.2981118828931937,1.604131813365318,2.289173425465054,2.764056140107475,0.1704902521243007,17.125,15.0,2398.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-3.0,3.0,0.05,1.0,0.0,3.68525660451436e+23,2.4287786211755827e-20,140.89591570190402,,96.15358812363256,0.0719694351368647,1.1610986729983532,0.4501491158265341,1.19949286642206,2.8839124039517188,0.2137796573849421,9.75,15.0,694.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-3.0,3.0,0.1,1.0,0.0,3.68525660451436e+23,1.2143893105877912e-20,281.79183140380803,,192.3071762472651,0.0719694351368647,1.1631421823198402,0.3942494927779349,1.208030297359008,2.9076185972677866,0.2167095570071511,14.75,15.0,1399.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,-3.0,3.0,0.2,0.625,0.0,3.68525660451436e+23,6.071946552938957e-21,563.5836628076161,,384.6143524945302,0.0719694351368647,1.9224173232410529,1.5336369009442885,1.4071437631070585,2.8907275833698423,0.2118988161461022,24.375,15.0,2693.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,0.0,0.0,0.05,1.0,0.0,inf,0.0,0.909000764724484,,0.0,0.0,0.8313834801867304,0.5318718818748851,0.7877308930288184,2.91057992472685,0.2151827436888547,7.0,15.0,693.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,0.0,0.0,0.1,0.875,0.0,inf,0.0,1.818001529448968,,0.0,0.0,1.082913596191703,0.8606399755395949,0.7152831032937187,2.906102042896725,0.215373217282152,15.0,15.0,1390.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,0.0,0.0,0.2,0.625,0.0,inf,0.0,3.636003058897936,,0.0,0.0,2.160262421026715,1.1512790381739435,1.850044508799067,2.904922257129184,0.2150206947075101,26.625,15.0,2748.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,3.0,3.0,0.05,1.0,0.0,3.516043950140544e+23,2.5456656917592902e-20,140.89591570190402,,96.15358812363256,0.0719694351368647,1.1790138411326263,0.6655056623844317,1.3097362473650858,2.9214090149136203,0.2231972068643896,9.625,15.0,694.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,3.0,3.0,0.1,0.75,0.0,3.516043950140544e+23,1.2728328458796451e-20,281.79183140380803,,192.3071762472651,0.0719694351368647,1.565163204037552,0.936292017625534,1.2859858455043809,2.9077680707578555,0.216216308728541,14.625,15.0,1407.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,3.0,3.0,0.2,0.5,0.0,3.516043950140544e+23,6.3641642293982256e-21,563.5836628076161,,384.6143524945302,0.0719694351368647,2.516281653785285,1.5231575169636362,2.5243005897245734,2.867324602235308,0.2036225543766363,22.625,15.0,2638.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,5.0,5.0,0.05,1.0,0.0,2.8385407310525862e+23,3.1533538454233794e-20,140.88781258425308,,57.59835336946692,0.1198585207989335,1.6881205472275584,0.2791191803115583,1.6233555935823094,2.917947405193779,0.2188127490443944,12.5,15.0,697.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,5.0,5.0,0.1,1.0,0.0,2.8385407310525862e+23,1.5766769227116894e-20,281.77562516850617,,115.19670673893384,0.1198585207989335,1.6519342670055688,1.023966690888307,1.752417776335641,2.8829426653950847,0.2089912960944403,13.5,15.0,1354.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,5.0,5.0,0.2,0.875,0.0,2.8385407310525862e+23,7.883384613558447e-21,563.5512503370123,,230.39341347786768,0.1198585207989335,1.9571317910759265,1.0313995116583952,1.704917332032082,2.8356261908997205,0.1915913368760565,20.25,15.0,2552.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,10.0,10.0,0.05,1.0,0.0,1.0378475053965076e+23,8.625638312038394e-20,140.84991375353957,,28.579031345067808,0.2388690963776597,0.5652749819405145,0.1233659339479707,0.5555230977648458,2.4083636798653068,0.0986776987316842,9.499999999999998,15.0,471.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,10.0,10.0,0.1,1.0,0.0,1.0378475053965076e+23,4.312819156019197e-20,281.69982750707914,,57.158062690135615,0.2388690963776597,0.7595437034189546,0.4157059127344959,0.6189605643746974,2.374651293152958,0.1512234404276199,10.25,15.0,896.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,10.0,10.0,0.2,1.0,0.0,1.0378475053965076e+23,2.1564095780095982e-20,563.3996550141583,,114.31612538027125,0.2388690963776597,1.2906236049577504,0.8621371949263669,1.3911411667535971,2.544172761429868,0.1427542724730849,13.5,15.0,2040.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,15.0,15.0,0.05,1.0,2.62799597744164e-22,1.0101125844473231e+23,8.864403930354883e-20,140.78705806221475,,18.8073360916204,0.3561884336034528,2.339303018313218,0.1344079645123553,2.319908277785946,1.9043193002107184,0.5282798284939272,6.124999999999999,15.0,233.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,15.0,15.0,0.1,1.0,6.569989943604097e-23,1.0101125844473231e+23,4.4322019651774415e-20,281.5741161244295,,37.61467218324079,0.3561884336034528,2.3181735083312507,0.5107444255936322,2.305867765861309,1.809557359446892,0.5348143406717569,7.374999999999998,15.0,460.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
600.0,15.0,15.0,0.2,1.0,1.6424974859010246e-23,1.0101125844473231e+23,2.2161009825887207e-20,563.148232248859,,75.22934436648158,0.3561884336034528,3.0947425338658068,0.5814863770746025,3.085830942332004,2.0719457333594766,0.3792343497504671,10.25,15.0,1251.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-15.0,15.0,0.05,1.0,0.0,3.399774457651402e+22,3.2176893874268255e-19,51.120034503641385,,6.91674285672824,0.5344927622204989,2.368633306049165,0.1854429290485822,2.346597163755459,2.070609818725857,0.5200320736635563,5.999999999999999,15.0,131.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-15.0,15.0,0.1,1.0,0.0,3.399774457651402e+22,1.6088446937134128e-19,102.24006900728276,,13.83348571345648,0.5344927622204989,2.282765468121924,0.1276096592244581,2.267444563959482,1.8701860213056865,0.5322499304783126,6.249999999999999,15.0,252.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-15.0,15.0,0.2,1.0,0.0,3.399774457651402e+22,8.044223468567064e-20,204.4801380145656,,27.66697142691296,0.5344927622204989,2.610176917330601,0.3279606438457704,2.5742810241791547,1.9742289111759028,0.4670755623121764,7.874999999999998,15.0,577.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-10.0,10.0,0.05,1.0,0.0,7.805618598542038e+22,1.401031690068268e-19,51.15400730587511,,10.510239430223187,0.3583664045620276,0.7063571049113899,0.1540761432500139,0.7393636727227875,2.4339882355486697,0.0806294772606071,8.999999999999998,15.0,256.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-10.0,10.0,0.1,1.0,0.0,7.805618598542038e+22,7.005158450341339e-20,102.3080146117502,,21.02047886044637,0.3583664045620276,0.6344637524878409,0.207911192861812,0.5846418227070846,2.3905503610497005,0.0954710437845011,9.499999999999998,15.0,514.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-10.0,10.0,0.2,1.0,0.0,7.805618598542038e+22,3.5025792251706697e-20,204.6160292235004,,42.04095772089276,0.3583664045620276,0.4112385602675154,0.3246175971259534,0.2499707133796388,2.4319859995571367,0.0818240013847864,10.625,15.0,1074.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-5.0,5.0,0.05,1.0,0.0,1.242449427624032e+23,8.800207173756054e-20,51.174489455794976,,21.18221517352623,0.1797956641925841,1.670149617174932,0.3508199709622166,1.759501397112553,2.9585846407855314,0.2167942602935466,10.5,15.0,380.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-5.0,5.0,0.1,1.0,0.0,1.242449427624032e+23,4.400103586878027e-20,102.34897891158997,,42.36443034705246,0.1797956641925841,1.6415905170669465,0.6853290580462467,1.7819642893530547,2.906797813164866,0.2170624863924291,12.375,15.0,760.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-5.0,5.0,0.2,1.0,0.0,1.242449427624032e+23,2.2000517934390126e-20,204.6979578231799,,84.72886069410492,0.1797956641925841,1.5757916169298454,0.8811061187420078,1.4759756403213653,2.8833495797588435,0.2120059890719066,13.75,15.0,1472.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-3.0,3.0,0.05,1.0,0.0,2.339950332160676e+23,4.672476207724741e-20,51.17886855599208,,35.36113190472739,0.1079558571859108,1.2703849724947385,0.1712250604646203,1.197745521830932,2.779860634105664,0.2378436042766721,7.25,15.0,384.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-3.0,3.0,0.1,1.0,0.0,2.339950332160676e+23,2.3362381038623705e-20,102.35773711198416,,70.72226380945477,0.1079558571859108,1.0843335872151811,0.3883369472494214,1.1312326463933795,2.890940690035361,0.2118209792295696,9.875,15.0,748.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,-3.0,3.0,0.2,0.875,0.0,2.339950332160676e+23,1.1681190519311852e-20,204.7154742239684,,141.44452761890955,0.1079558571859108,1.053645073958114,0.7891505089148522,0.7255397416290836,2.907823295654641,0.2144153904771092,16.0,15.0,1522.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,0.0,0.0,0.05,1.0,0.0,inf,0.0,0.4988440212541477,,0.0,0.0,0.1341296620867319,0.1789562213948492,0.0406227346360671,2.704496933188952,0.1132287698869678,3.5,15.0,360.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,0.0,0.0,0.1,1.0,0.0,inf,0.0,0.9976880425082956,,0.0,0.0,0.8264503053612153,0.4707585399351541,0.6862193645229057,2.9142145729506588,0.2176588473667732,7.625,15.0,759.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,0.0,0.0,0.2,0.875,0.0,inf,0.0,1.995376085016591,,0.0,0.0,1.125315382959872,0.6691069936646137,1.1584809592933931,2.9064249847589743,0.2135036171227472,16.75,15.0,1521.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,3.0,3.0,0.05,1.0,0.0,2.340960592952085e+23,4.670459762199912e-20,51.17886855599208,,35.36113190472739,0.1079558571859108,1.089392514781364,0.3138942230145714,1.0098069992607344,2.774288358356464,0.2047614333339539,7.125,15.0,381.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,3.0,3.0,0.1,0.875,0.0,2.340960592952085e+23,2.335229881099956e-20,102.35773711198416,,70.72226380945477,0.1079558571859108,1.5497190759974893,0.833120396376341,1.350418284106705,2.903148155635958,0.2149387735201265,10.625,15.0,759.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,3.0,3.0,0.2,1.0,0.0,2.340960592952085e+23,1.167614940549978e-20,204.7154742239684,,141.44452761890955,0.1079558571859108,1.0297081572476865,0.7210602507739367,0.9002489521279708,2.9074871028416363,0.2136252695010144,16.375,15.0,1518.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,5.0,5.0,0.05,1.0,0.0,1.2122593593333024e+23,9.019367251591526e-20,51.174489455794976,,21.18221517352623,0.1797956641925841,1.808071474644856,0.2577071935482087,1.9117367403252885,2.9705902417291385,0.2273357707663057,10.75,15.0,382.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,5.0,5.0,0.1,1.0,0.0,1.2122593593333024e+23,4.509683625795763e-20,102.34897891158997,,42.36443034705246,0.1797956641925841,1.5427093477132952,0.5639421554197783,1.4290077560933785,2.9018204013858897,0.2111839126275677,12.625,15.0,758.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,5.0,5.0,0.2,1.0,0.0,1.2122593593333024e+23,2.254841812897881e-20,204.6979578231799,,84.72886069410492,0.1797956641925841,1.1618386058233312,0.8162345754225406,0.8350875457982323,2.895646572434866,0.2102414577542472,13.875,15.0,1483.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,10.0,10.0,0.05,1.0,0.0,7.70897765060049e+22,1.4185952421708998e-19,51.15400730587511,,10.510239430223187,0.3583664045620276,0.5774603280638149,0.20149783532166,0.5718607079425756,2.4196488667454856,0.086998139068445,8.999999999999998,15.0,262.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,10.0,10.0,0.1,1.0,0.0,7.70897765060049e+22,7.092976210854499e-20,102.3080146117502,,21.02047886044637,0.3583664045620276,0.6734820179928674,0.1684075836616293,0.6856925302780019,2.3887246273063028,0.1092892095049353,9.499999999999998,15.0,507.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,10.0,10.0,0.2,1.0,0.0,7.70897765060049e+22,3.5464881054272496e-20,204.6160292235004,,42.04095772089276,0.3583664045620276,0.3953079516262744,0.2530968902829303,0.3954112421175701,2.4419103631321315,0.0746795911052193,10.875,15.0,1104.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,15.0,15.0,0.05,1.0,0.0,3.429298133800752e+22,3.1899875033336213e-19,51.120034503641385,,6.91674285672824,0.5344927622204989,2.385603292687495,0.201564826928258,2.3443195545113378,1.971694218248449,0.5184905778959746,5.999999999999999,15.0,131.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,15.0,15.0,0.1,1.0,0.0,3.429298133800752e+22,1.5949937516668111e-19,102.24006900728276,,13.83348571345648,0.5344927622204989,2.549999030233705,0.2300519892847234,2.596366991172524,1.9737182141107112,0.487101669494085,6.874999999999999,15.0,281.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
900.0,15.0,15.0,0.2,1.0,0.0,3.429298133800752e+22,7.974968758334053e-20,204.4801380145656,,27.66697142691296,0.5344927622204989,2.417461357425375,0.212778554015057,2.4149306970766213,1.903762259138128,0.50878947521527,7.749999999999998,15.0,531.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-15.0,15.0,0.05,1.0,8.430683398341575e-22,3.626676349936897e+22,3.4792749560942414e-19,24.750442906699465,,3.392359160974534,0.7129327775053627,2.268592521142921,0.3468430297750011,2.279700775831284,2.212033955760509,0.5075175328488684,5.999999999999999,15.0,85.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-15.0,15.0,0.1,1.0,2.1076708495853928e-22,3.626676349936897e+22,1.7396374780471212e-19,49.50088581339893,,6.784718321949068,0.7129327775053627,2.2706335080445874,0.1365530818242746,2.229259316417775,1.967301281799246,0.4978208002581385,5.999999999999999,15.0,171.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-15.0,15.0,0.2,1.0,5.269177123963483e-23,3.626676349936897e+22,8.698187390235605e-20,99.00177162679783,,13.569436643898136,0.7129327775053627,2.3524360798384145,0.2118776096562887,2.3825729143713343,1.892072597602847,0.5209229944514218,6.749999999999999,15.0,338.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-10.0,10.0,0.05,1.0,0.0,5.636863605171162e+22,2.237579905423063e-19,24.772203785210305,,5.154682128345871,0.477904195480873,0.4383373676419665,0.177497383073773,0.3916249710490472,2.528194811576024,0.1689788939096689,8.999999999999998,15.0,165.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-10.0,10.0,0.1,1.0,0.0,5.636863605171162e+22,1.1187899527115316e-19,49.54440757042061,,10.309364256691742,0.477904195480873,0.5702379833423477,0.2105930498975038,0.57170959557593,2.36943066049088,0.0968857879483345,8.999999999999998,15.0,337.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-10.0,10.0,0.2,1.0,0.0,5.636863605171162e+22,5.593949763557658e-20,99.08881514084122,,20.618728513383484,0.477904195480873,0.5494665004720282,0.2295711019415451,0.525176065024203,2.4097892394520786,0.0940967917583129,9.874999999999998,15.0,682.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-5.0,5.0,0.05,1.0,0.0,1.1737121560396856e+23,1.0743486556586416e-19,24.785322299740773,,10.388570706387142,0.2397378889137686,1.6911640663862495,0.2772336025361518,1.662450327448521,3.046150346336572,0.2138895880223177,9.75,15.0,246.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-5.0,5.0,0.1,1.0,0.0,1.1737121560396856e+23,5.3717432782932086e-20,49.57064459948155,,20.777141412774284,0.2397378889137686,1.5012290329774145,0.429762472833209,1.505494037072517,2.919487563033372,0.2052778909179353,11.125,15.0,494.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-5.0,5.0,0.2,0.875,0.0,1.1737121560396856e+23,2.6858716391466043e-20,99.1412891989631,,41.55428282554857,0.2397378889137686,2.0364182852332293,1.0992863809665532,1.9449777448041985,2.87877067953794,0.2038226934287243,12.625,15.0,968.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-3.0,3.0,0.05,1.0,7.940905330172998e-23,1.60310472980162e+23,7.865414511309962e-20,24.78812694280778,,17.34242032850135,0.1439433777695576,0.8431982493398572,0.2712733401057547,0.7440265568180855,2.58937116523188,0.1940099021327664,5.625000000000001,15.0,249.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-3.0,3.0,0.1,1.0,1.985226332543249e-23,1.60310472980162e+23,3.932707255654981e-20,49.57625388561556,,34.6848406570027,0.1439433777695576,0.7961143895517111,0.2921725115239612,0.7390061010362101,2.797262471906425,0.2022447070634433,7.5,15.0,489.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,-3.0,3.0,0.2,1.0,4.9630658313581236e-24,1.60310472980162e+23,1.9663536278274902e-20,99.15250777123111,,69.3696813140054,0.1439433777695576,1.2879044286523649,0.7402266145226376,1.257676142596352,2.909051429906051,0.20951674692977,11.75,15.0,978.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,0.0,0.0,0.05,1.0,0.0,inf,0.0,0.3253399626783334,,0.0,0.0,0.1200562066699698,0.2098637768580231,0.0377353387207171,2.7161053840514926,0.1040391712634732,2.0,15.0,242.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,0.0,0.0,0.1,1.0,0.0,inf,0.0,0.6506799253566669,,0.0,0.0,0.2913941341473632,0.2788779945278378,0.16831251332182,2.8329799994084066,0.1875716214709668,4.625,15.0,493.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,0.0,0.0,0.2,1.0,0.0,inf,0.0,1.3013598507133337,,0.0,0.0,0.976143390115789,0.3708310064388762,0.9337390026866736,2.9125827810930343,0.2134719185192468,10.25,15.0,992.25,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,3.0,3.0,0.05,1.0,7.940905330172998e-23,1.5991550687582312e+23,7.884840845811437e-20,24.78812694280778,,17.34242032850135,0.1439433777695576,0.9048646576331936,0.2496979199696943,0.8558342425332122,2.600547786332479,0.1931489714229882,6.0,15.0,248.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,3.0,3.0,0.1,1.0,1.985226332543249e-23,1.5991550687582312e+23,3.942420422905719e-20,49.57625388561556,,34.6848406570027,0.1439433777695576,1.0514908053344405,0.5048054392216335,1.0958522798822214,2.867834599071055,0.2192983439489763,7.75,15.0,493.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,3.0,3.0,0.2,0.875,4.9630658313581236e-24,1.5991550687582312e+23,1.97121021145286e-20,99.15250777123111,,69.3696813140054,0.1439433777695576,1.0453252938661606,0.7445283254572774,1.031911889948027,2.9068523198589897,0.2111532095604862,11.5,15.0,1008.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,5.0,5.0,0.05,1.0,0.0,1.1703232945494864e+23,1.0774596069685621e-19,24.785322299740773,,10.388570706387142,0.2397378889137686,1.7097319742502228,0.2737450527358552,1.5989801526121772,3.0456130408253266,0.2081309327327432,9.875,15.0,245.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,5.0,5.0,0.1,1.0,0.0,1.1703232945494864e+23,5.387298034842809e-20,49.57064459948155,,20.777141412774284,0.2397378889137686,1.6097443799000413,0.5272362320437409,1.6442574639860046,2.929417013366603,0.217181606148531,11.125,15.0,496.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,5.0,5.0,0.2,0.875,0.0,1.1703232945494864e+23,2.6936490174214046e-20,99.1412891989631,,41.55428282554857,0.2397378889137686,1.7310934984273392,1.0302204554957335,1.5004946106303405,2.88432369682955,0.2113106047291247,12.625,15.0,977.625,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,10.0,10.0,0.05,1.0,0.0,5.693133376187215e+22,2.2154641212689603e-19,24.772203785210305,,5.154682128345871,0.477904195480873,0.5689653032051049,0.3418432135133626,0.4397022493638707,2.377579896147408,0.0915816248074127,8.999999999999998,15.0,170.0,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,10.0,10.0,0.1,1.0,0.0,5.693133376187215e+22,1.1077320606344802e-19,49.54440757042061,,10.309364256691742,0.477904195480873,0.5065303132039417,0.1491486727481013,0.4549627823450318,2.4790755798859685,0.1278706918135236,8.999999999999998,15.0,334.5,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,10.0,10.0,0.2,1.0,0.0,5.693133376187215e+22,5.538660303172401e-20,99.08881514084122,,20.618728513383484,0.477904195480873,0.5904444533463693,0.3101067751973241,0.6355761448843573,2.408973179034751,0.1190281259415346,9.749999999999998,15.0,667.875,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,15.0,15.0,0.05,1.0,8.430683398341575e-22,3.549725863892336e+22,3.5546982167120483e-19,24.750442906699465,,3.392359160974534,0.7129327775053627,2.269918183305018,0.1343336052843285,2.2331853050295094,2.285283582105384,0.515867271087163,5.999999999999999,15.0,85.375,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,15.0,15.0,0.1,1.0,2.1076708495853928e-22,3.549725863892336e+22,1.7773491083560242e-19,49.50088581339893,,6.784718321949068,0.7129327775053627,2.3440266545485624,0.143202343641298,2.3982260355386806,1.849249519521664,0.4987603193744212,5.999999999999999,15.0,172.75,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
1200.0,15.0,15.0,0.2,1.0,5.269177123963483e-23,3.549725863892336e+22,8.886745541780121e-20,99.00177162679783,,13.569436643898136,0.7129327775053627,2.354842767844886,0.2472282418692007,2.345500461444693,1.888576682315556,0.5099900787211458,6.749999999999999,15.0,343.125,1.0,UNDEFINED/UNBOUNDED (FIM rank-deficient)
