span,zs,snr,p,omega,k_if_mapped,P_ar,P_ar_db
sufficient_4990m,50.0,R1_20dB,7,-1.5155730184310134,,0.02710989957930446,-41.37760966493458
sufficient_4990m,50.0,R1_20dB,7,-1.509437095279471,,0.027202156234977116,-41.34810122934872
sufficient_4990m,50.0,R1_20dB,7,-1.5033011721279284,,0.02729572545367517,-41.318275016638935
sufficient_4990m,50.0,R1_20dB,7,-1.4971652489763858,,0.027390460073008074,-41.288181300515646
sufficient_4990m,50.0,R1_20dB,7,-1.4910293258248433,,0.0274862072560441,-41.25787150404312
sufficient_4990m,50.0,R1_20dB,7,-1.4848934026733007,,0.02758280853886394,-41.22739814511307
sufficient_4990m,50.0,R1_20dB,7,-1.4787574795217582,,0.027680099915268392,-41.19681477355721
sufficient_4990m,50.0,R1_20dB,7,-1.4726215563702154,,0.027777911961579662,-41.16617589950772
sufficient_4990m,50.0,R1_20dB,7,-1.4664856332186729,,0.027876070004370705,-41.135536912656875
sufficient_4990m,50.0,R1_20dB,7,-1.4603497100671303,,0.027974394333801347,-41.104953992116975
sufficient_4990m,50.0,R1_20dB,7,-1.4542137869155878,,0.028072700465025375,-41.07448400664246
sufficient_4990m,50.0,R1_20dB,7,-1.4480778637640452,,0.028170799449858674,-41.04418440504528
sufficient_4990m,50.0,R1_20dB,7,-1.4419419406125027,,0.02826849824055887,-41.01411309671457
sufficient_4990m,50.0,R1_20dB,7,-1.4358060174609601,,0.028365600107161406,-40.98432832224041
sufficient_4990m,50.0,R1_20dB,7,-1.4296700943094176,,0.02846190510934273,-40.954888514240665
sufficient_4990m,50.0,R1_20dB,7,-1.423534171157875,,0.028557210623240473,-40.9258521485975
sufficient_4990m,50.0,R1_20dB,7,-1.4173982480063325,,0.028651311923053077,-40.89727758642576
sufficient_4990m,50.0,R1_20dB,7,-1.41126232485479,,0.028744002816573484,-40.869222907218926
sufficient_4990m,50.0,R1_20dB,7,-1.4051264017032472,,0.02883507633308653,-40.841745733747025
sufficient_4990m,50.0,R1_20dB,7,-1.3989904785517047,,0.028924325461288328,-40.81490304941387
sufficient_4990m,50.0,R1_20dB,7,-1.3928545554001621,,0.029011543934075748,-40.78875100891673
sufficient_4990m,50.0,R1_20dB,7,-1.3867186322486196,,0.029096527056220046,-40.76334474318648
sufficient_4990m,50.0,R1_20dB,7,-1.380582709097077,,0.02917907257009279,-40.7387381597201
sufficient_4990m,50.0,R1_20dB,7,-1.3744467859455345,,0.029258981553773166,-40.71498373954489
sufficient_4990m,50.0,R1_20dB,7,-1.368310862793992,,0.029336059345049736,-40.69213233217465
sufficient_4990m,50.0,R1_20dB,7,-1.3621749396424494,,0.029410116484057537,-40.670232950027525
sufficient_4990m,50.0,R1_20dB,7,-1.3560390164909069,,0.029480969666581473,-40.6493325638714
sufficient_4990m,50.0,R1_20dB,7,-1.3499030933393643,,0.02954844269943186,-40.62947590094244
sufficient_4990m,50.0,R1_20dB,7,-1.3437671701878218,,0.029612367448774917,-40.61070524744285
sufficient_4990m,50.0,R1_20dB,7,-1.337631247036279,,0.029672584771901492,-40.593060257162534
sufficient_4990m,50.0,R1_20dB,7,-1.3314953238847365,,0.029728945422656188,-40.5765777679848
sufficient_4990m,50.0,R1_20dB,7,-1.325359400733194,,0.02978131092064295,-40.56129162802516
sufficient_4990m,50.0,R1_20dB,7,-1.3192234775816514,,0.029829554374381215,-40.54723253311545
sufficient_4990m,50.0,R1_20dB,7,-1.3130875544301088,,0.029873561248819538,-40.534427877280585
sufficient_4990m,50.0,R1_20dB,7,-1.3069516312785663,,0.02991323006802123,-40.52290161776299
sufficient_4990m,50.0,R1_20dB,7,-1.3008157081270237,,0.029948473044421536,-40.51267415603097
sufficient_4990m,50.0,R1_20dB,7,-1.2946797849754812,,0.029979216626808313,-40.503762236062705
sufficient_4990m,50.0,R1_20dB,7,-1.2885438618239387,,0.03000540196009122,-40.496178861029684
sufficient_4990m,50.0,R1_20dB,7,-1.282407938672396,,0.030026985250978813,-40.489933229314445
sufficient_4990m,50.0,R1_20dB,7,-1.2762720155208536,,0.030043938034861536,-40.48503069059129
sufficient_4990m,50.0,R1_20dB,7,-1.2701360923693108,,0.030056247340476232,-40.48147272247795
sufficient_4990m,50.0,R1_20dB,7,-1.2640001692177683,,0.030063915750277618,-40.47925692803658
sufficient_4990m,50.0,R1_20dB,7,-1.2578642460662257,,0.030066961355835906,-40.478377054166245
sufficient_4990m,50.0,R1_20dB,7,-1.2517283229146832,,0.030065417608985748,-40.478823030693476
sufficient_4990m,50.0,R1_20dB,7,-1.2455923997631406,,0.03005933307083927,-40.48058102973453
sufficient_4990m,50.0,R1_20dB,7,-1.239456476611598,,0.030048771062115915,-40.48363354467889
sufficient_4990m,50.0,R1_20dB,7,-1.2333205534600555,,0.03003380921950385,-40.48795948793192
sufficient_4990m,50.0,R1_20dB,7,-1.227184630308513,,0.030014538963926318,-40.49353430635917
sufficient_4990m,50.0,R1_20dB,7,-1.2210487071569704,,0.029991064887619285,-40.5003301131996
sufficient_4990m,50.0,R1_20dB,7,-1.214912784005428,,0.029963504067814846,-40.50831583506166
sufficient_4990m,50.0,R1_20dB,7,-1.2087768608538851,,0.02993198531555182,-40.517457372488764
sufficient_4990m,50.0,R1_20dB,7,-1.2026409377023426,,0.029896648368695686,-40.52771777247883
sufficient_4990m,50.0,R1_20dB,7,-1.1965050145508,,0.02985764303863324,-40.53905741126827
sufficient_4990m,50.0,R1_20dB,7,-1.1903690913992575,,0.02981512832031939,-40.55143418564426
sufficient_4990m,50.0,R1_20dB,7,-1.184233168247715,,0.02976927147539346,-40.564803711029484
sufficient_4990m,50.0,R1_20dB,7,-1.1780972450961724,,0.029720247097962022,-40.57911952458958
sufficient_4990m,50.0,R1_20dB,7,-1.1719613219446299,,0.029668236172375163,-40.59433329164478
sufficient_4990m,50.0,R1_20dB,7,-1.1658253987930873,,0.029613425131918242,-40.61039501372015
sufficient_4990m,50.0,R1_20dB,7,-1.1596894756415448,,0.02955600492681874,-40.62725323664232
sufficient_4990m,50.0,R1_20dB,7,-1.1535535524900022,,0.029496170109347578,-40.64485525718134
sufficient_4990m,50.0,R1_20dB,7,-1.1474176293384597,,0.029434117943093783,-40.663147326841774
sufficient_4990m,50.0,R1_20dB,7,-1.1412817061869172,,0.029370047542732886,-40.68207485152374
sufficient_4990m,50.0,R1_20dB,7,-1.1351457830353744,,0.029304159049810548,-40.70158258590108
sufficient_4990m,50.0,R1_20dB,7,-1.129009859883832,,0.029236652849243736,-40.72161482149493
sufficient_4990m,50.0,R1_20dB,7,-1.1228739367322893,,0.029167728830418113,-40.74211556755647
sufficient_4990m,50.0,R1_20dB,7,-1.116738013580747,,0.02909758569594982,-40.763028724007725
sufficient_4990m,50.0,R1_20dB,7,-1.1106020904292042,,0.029026420320393837,-40.78429824582409
sufficient_4990m,50.0,R1_20dB,7,-1.1044661672776614,,0.028954427160434094,-40.805868298372125
sufficient_4990m,50.0,R1_20dB,7,-1.0983302441261191,,0.028881797717388965,-40.82768340334172
sufficient_4990m,50.0,R1_20dB,7,-1.0921943209745764,,0.02880872005222043,-40.84968857503026
sufficient_4990m,50.0,R1_20dB,7,-1.086058397823034,,0.028735378352648454,-40.87182944684683
sufficient_4990m,50.0,R1_20dB,7,-1.0799224746714913,,0.028661952551449665,-40.89405238800645
sufficient_4990m,50.0,R1_20dB,7,-1.073786551519949,,0.028588617994561603,-40.91630461047678
sufficient_4990m,50.0,R1_20dB,7,-1.0676506283684062,,0.02851554515722173,-40.93853426632256
sufficient_4990m,50.0,R1_20dB,7,-1.0615147052168639,,0.028442899406041867,-40.960690535666075
sufficient_4990m,50.0,R1_20dB,7,-1.055378782065321,,0.028370840804652245,-40.98272370554504
sufficient_4990m,50.0,R1_20dB,7,-1.0492428589137788,,0.028299523960341536,-41.004585240002925
sufficient_4990m,50.0,R1_20dB,7,-1.043106935762236,,0.02822909790896501,-41.02622784179155
sufficient_4990m,50.0,R1_20dB,7,-1.0369710126106932,,0.028159706035290086,-41.04760550610119
sufficient_4990m,50.0,R1_20dB,7,-1.030835089459151,,0.028091486025889418,-41.068673566761326
sufficient_4990m,50.0,R1_20dB,7,-1.0246991663076082,,0.028024569851673536,-41.089388735375564
sufficient_4990m,50.0,R1_20dB,7,-1.0185632431560658,,0.02795908377717241,-41.10970913386711
sufficient_4990m,50.0,R1_20dB,7,-1.012427320004523,,0.027895148393721245,-41.129594320918905
sufficient_4990m,50.0,R1_20dB,7,-1.0062913968529807,,0.027832878673779596,-41.14900531279385
sufficient_4990m,50.0,R1_20dB,7,-1.000155473701438,,0.0277723840437051,-41.16790459901783
sufficient_4990m,50.0,R1_20dB,7,-0.9940195505498957,,0.02771376847241402,-41.18625615340075
sufficient_4990m,50.0,R1_20dB,7,-0.9878836273983529,,0.027657130573483252,-41.204025440860235
sufficient_4990m,50.0,R1_20dB,7,-0.9817477042468106,,0.027602563718380956,-41.22117942049907
sufficient_4990m,50.0,R1_20dB,7,-0.9756117810952678,,0.027550156158650963,-41.237686545371105
sufficient_4990m,50.0,R1_20dB,7,-0.969475857943725,,0.02749999115501862,-41.25351675935291
sufficient_4990m,50.0,R1_20dB,7,-0.9633399347921827,,0.027452147111528172,-41.26864149151841
sufficient_4990m,50.0,R1_20dB,7,-0.95720401164064,,0.027406697712963887,-41.28303364839407
sufficient_4990m,50.0,R1_20dB,7,-0.9510680884890976,,0.02736371206394664,-41.29666760445047
sufficient_4990m,50.0,R1_20dB,7,-0.9449321653375549,,0.027323254828233,-41.30951919116476
sufficient_4990m,50.0,R1_20dB,7,-0.9387962421860125,,0.027285386366873693,-41.321565684967034
sufficient_4990m,50.0,R1_20dB,7,-0.9326603190344698,,0.027250162874013283,-41.332785794361904
sufficient_4990m,50.0,R1_20dB,7,-0.9265243958829275,,0.02721763650922999,-41.34315964649535
sufficient_4990m,50.0,R1_20dB,7,-0.9203884727313847,,0.02718785552542571,-41.35266877341615
sufficient_4990m,50.0,R1_20dB,7,-0.9142525495798419,,0.027160864391379953,-41.36129609826063
sufficient_4990m,50.0,R1_20dB,7,-0.9081166264282996,,0.027136703908177497,-41.36902592157025
sufficient_4990m,50.0,R1_20dB,7,-0.9019807032767568,,0.027115411318809096,-41.37584390793207
sufficient_4990m,50.0,R1_20dB,7,-0.8958447801252145,,0.02709702041032702,-41.381737073113996
sufficient_4990m,50.0,R1_20dB,7,-0.8897088569736717,,0.027081561608012124,-41.38669377184939
sufficient_4990m,50.0,R1_20dB,7,-0.8835729338221294,,0.027069062061079348,-41.39070368640829
sufficient_4990m,50.0,R1_20dB,7,-0.8774370106705867,,0.027059545719511247,-41.39375781607684
sufficient_4990m,50.0,R1_20dB,7,-0.8713010875190443,,0.027053033401667374,-41.395848467650715
sufficient_4990m,50.0,R1_20dB,7,-0.8651651643675016,,0.02704954285237063,-41.396969247033475
sufficient_4990m,50.0,R1_20dB,7,-0.8590292412159592,,0.027049088791220092,-41.39711505201681
sufficient_4990m,50.0,R1_20dB,7,-0.8528933180644165,,0.02705168295092516,-41.396282066305396
sufficient_4990m,50.0,R1_20dB,7,-0.8467573949128737,,0.02705733410549744,-41.39446775483602
sufficient_4990m,50.0,R1_20dB,7,-0.8406214717613314,,0.027066048088176434,-41.391670860427574
sufficient_4990m,50.0,R1_20dB,7,-0.8344855486097886,,0.027077827799002262,-41.3878914017856
sufficient_4990m,50.0,R1_20dB,7,-0.8283496254582463,,0.027092673201984826,-41.38313067287284
sufficient_4990m,50.0,R1_20dB,7,-0.8222137023067035,,0.027110581311854655,-41.377391243644446
sufficient_4990m,50.0,R1_20dB,7,-0.8160777791551612,,0.027131546170415615,-41.37067696213455
sufficient_4990m,50.0,R1_20dB,7,-0.8099418560036185,,0.02715555881255656,-41.36299295786788
sufficient_4990m,50.0,R1_20dB,7,-0.8038059328520761,,0.027182607222015997,-41.354345646557995
sufficient_4990m,50.0,R1_20dB,7,-0.7976700097005334,,0.02721267627703353,-41.34474273604055
sufficient_4990m,50.0,R1_20dB,7,-0.791534086548991,,0.02724574768606375,-41.33419323337708
sufficient_4990m,50.0,R1_20dB,7,-0.7853981633974483,,0.02728179991377356,-41.32270745305104
sufficient_4990m,50.0,R1_20dB,7,-0.7792622402459055,,0.027320808097592873,-41.31029702616423
sufficient_4990m,50.0,R1_20dB,7,-0.7731263170943632,,0.02736274395514215,-41.29697491052676
sufficient_4990m,50.0,R1_20dB,7,-0.7669903939428204,,0.027407575682918482,-41.282755401519324
sufficient_4990m,50.0,R1_20dB,7,-0.7608544707912781,,0.02745526784668587,-41.267654143590285
sufficient_4990m,50.0,R1_20dB,7,-0.7547185476397353,,0.027505781264085403,-41.251688142234364
sufficient_4990m,50.0,R1_20dB,7,-0.748582624488193,,0.02755907288005702,-41.2348757762824
sufficient_4990m,50.0,R1_20dB,7,-0.7424467013366502,,0.027615095635748006,-41.21723681031437
sufficient_4990m,50.0,R1_20dB,7,-0.7363107781851079,,0.02767379833167318,-41.19879240698947
sufficient_4990m,50.0,R1_20dB,7,-0.7301748550335652,,0.02773512548599012,-41.1795651390684
sufficient_4990m,50.0,R1_20dB,7,-0.7240389318820228,,0.02779901718885646,-41.15957900088354
sufficient_4990m,50.0,R1_20dB,7,-0.7179030087304801,,0.02786540895395003,-41.1388594189929
sufficient_4990m,50.0,R1_20dB,7,-0.7117670855789373,,0.02793423156835119,-41.117433261733716
sufficient_4990m,50.0,R1_20dB,7,-0.705631162427395,,0.028005410942113743,-41.095328847370965
sufficient_4990m,50.0,R1_20dB,7,-0.6994952392758522,,0.02807886795898294,-41.07257595051587
sufficient_4990m,50.0,R1_20dB,7,-0.6933593161243099,,0.028154518329857794,-41.049205806469175
sufficient_4990m,50.0,R1_20dB,7,-0.6872233929727671,,0.028232272450737065,-41.025251113124256
sufficient_4990m,50.0,R1_20dB,7,-0.6810874698212248,,0.028312035267034047,-41.00074603004611
sufficient_4990m,50.0,R1_20dB,7,-0.674951546669682,,0.028393706146292632,-40.975726174324066
sufficient_4990m,50.0,R1_20dB,7,-0.6688156235181397,,0.02847717876148328,-40.95022861278015
sufficient_4990m,50.0,R1_20dB,7,-0.662679700366597,,0.02856234098720156,-40.924291850099614
sufficient_4990m,50.0,R1_20dB,7,-0.6565437772150546,,0.028649074811230055,-40.89795581243854
sufficient_4990m,50.0,R1_20dB,7,-0.6504078540635119,,0.028737256264053955,-40.87126182605363
sufficient_4990m,50.0,R1_20dB,7,-0.6442719309119691,,0.02882675536903791,-40.84425259049357
sufficient_4990m,50.0,R1_20dB,7,-0.6381360077604268,,0.02891743611607397,-40.81697214588886
sufficient_4990m,50.0,R1_20dB,7,-0.632000084608884,,0.02900915646159116,-40.78946583388041
sufficient_4990m,50.0,R1_20dB,7,-0.6258641614573417,,0.029101768357874716,-40.76178025173423
sufficient_4990m,50.0,R1_20dB,7,-0.6197282383057989,,0.029195117814671045,-40.733963199203686
sufficient_4990m,50.0,R1_20dB,7,-0.6135923151542566,,0.02928904499604698,-40.706063617721185
sufficient_4990m,50.0,R1_20dB,7,-0.6074563920027138,,0.02938338435542721,-40.67813152152807
sufficient_4990m,50.0,R1_20dB,7,-0.6013204688511715,,0.029477964811643255,-40.65021792038692
sufficient_4990m,50.0,R1_20dB,7,-0.5951845456996288,,0.029572609968688178,-40.62237473356356
sufficient_4990m,50.0,R1_20dB,7,-0.589048622548086,,0.029667138381678462,-40.59465469481819
sufficient_4990m,50.0,R1_20dB,7,-0.5829126993965437,,0.029761363871274014,-40.56711124820549
sufficient_4990m,50.0,R1_20dB,7,-0.5767767762450009,,0.029855095888494443,-40.539798434554356
sufficient_4990m,50.0,R1_20dB,7,-0.5706408530934586,,0.029948139931495123,-40.512770768576225
sufficient_4990m,50.0,R1_20dB,7,-0.5645049299419158,,0.030040298015424058,-40.486083106640194
sufficient_4990m,50.0,R1_20dB,7,-0.5583690067903735,,0.03013136919597468,-40.45979050534952
sufficient_4990m,50.0,R1_20dB,7,-0.5522330836388307,,0.03022115014667836,-40.433948071159364
sufficient_4990m,50.0,R1_20dB,7,-0.5460971604872884,,0.0303094357893479,-40.4086108013886
sufficient_4990m,50.0,R1_20dB,7,-0.5399612373357456,,0.030396019976395093,-40.38383341709626
sufficient_4990m,50.0,R1_20dB,7,-0.5338253141842033,,0.03048069622300696,-40.359670188417766
sufficient_4990m,50.0,R1_20dB,7,-0.5276893910326605,,0.03056325848638683,-40.33617475308191
sufficient_4990m,50.0,R1_20dB,7,-0.5215534678811178,,0.030643501988458288,-40.31339992895855
sufficient_4990m,50.0,R1_20dB,7,-0.5154175447295755,,0.030721224077605684,-40.291397521613575
sufficient_4990m,50.0,R1_20dB,7,-0.5092816215780327,,0.030796225124199203,-40.27021812797234
sufficient_4990m,50.0,R1_20dB,7,-0.5031456984264904,,0.03086830944384224,-40.24991093731121
sufficient_4990m,50.0,R1_20dB,7,-0.4970097752749476,,0.03093728624150211,-40.23052353090706
sufficient_4990m,50.0,R1_20dB,7,-0.4908738521234053,,0.031002970568961088,-40.212101681773746
sufficient_4990m,50.0,R1_20dB,7,-0.4847379289718625,,0.03106518428737284,-40.19468915600035
sufficient_4990m,50.0,R1_20dB,7,-0.4786020058203202,,0.03112375702614937,-40.17832751727478
sufficient_4990m,50.0,R1_20dB,7,-0.47246608266877743,,0.031178527128953335,-40.1630559362269
sufficient_4990m,50.0,R1_20dB,7,-0.4663301595172351,,0.031229342577249627,-40.148911006254686
sufficient_4990m,50.0,R1_20dB,7,-0.46019423636569234,,0.03127606188169101,-40.13592656750327
sufficient_4990m,50.0,R1_20dB,7,-0.4540583132141496,,0.031318554931590754,-40.124133540648785
sufficient_4990m,50.0,R1_20dB,7,-0.44792239006260726,,0.03135670379287798,-40.11355977209567
sufficient_4990m,50.0,R1_20dB,7,-0.4417864669110645,,0.03139040344524595,-40.10422989212711
sufficient_4990m,50.0,R1_20dB,7,-0.43565054375952217,,0.03141956244968965,-40.096165187453565
sufficient_4990m,50.0,R1_20dB,7,-0.4295146206079794,,0.0314441035382852,-40.089383489484874
sufficient_4990m,50.0,R1_20dB,7,-0.4233786974564371,,0.031463964118879834,-40.083899079508576
sufficient_4990m,50.0,R1_20dB,7,-0.4172427743048943,,0.031479096688327324,-40.0797226117929
sufficient_4990m,50.0,R1_20dB,7,-0.411106851153352,,0.03148946914900035,-40.07686105544973
sufficient_4990m,50.0,R1_20dB,7,-0.4049709280018092,,0.031495065024519285,-40.07531765569449
sufficient_4990m,50.0,R1_20dB,7,-0.3988350048502669,,0.03149588357193097,-40.07509191492886
sufficient_4990m,50.0,R1_20dB,7,-0.39269908169872414,,0.03149193978892411,-40.07617959385381
sufficient_4990m,50.0,R1_20dB,7,-0.3865631585471814,,0.03148326431605093,-40.078572732597294
sufficient_4990m,50.0,R1_20dB,7,-0.38042723539563905,,0.031469903235308544,-40.08225969161874
sufficient_4990m,50.0,R1_20dB,7,-0.3742913122440963,,0.03145191776778612,-40.08722521193435
sufficient_4990m,50.0,R1_20dB,7,-0.36815538909255396,,0.0314293838743793,-40.09345049399801
sufficient_4990m,50.0,R1_20dB,7,-0.3620194659410112,,0.0314023917647814,-40.10091329437579
sufficient_4990m,50.0,R1_20dB,7,-0.3558835427894689,,0.03137104532105925,-40.10958803917192
sufficient_4990m,50.0,R1_20dB,7,-0.3497476196379261,,0.03133546144308869,-40.11944595300167
sufficient_4990m,50.0,R1_20dB,7,-0.3436116964863838,,0.03129576932394354,-40.130455202167916
sufficient_4990m,50.0,R1_20dB,7,-0.337475773334841,,0.03125210966398944,-40.142581050581086
sufficient_4990m,50.0,R1_20dB,7,-0.3313398501832987,,0.03120463383292466,-40.15578602687156
sufficient_4990m,50.0,R1_20dB,7,-0.32520392703175593,,0.031153502989326374,-40.170030101077685
sufficient_4990m,50.0,R1_20dB,7,-0.31906800388021317,,0.031098887167409266,-40.18527086925326
sufficient_4990m,50.0,R1_20dB,7,-0.31293208072867085,,0.03104096434068542,-40.201463744323036
sufficient_4990m,50.0,R1_20dB,7,-0.3067961575771281,,0.030979919472041338,-40.21856215152529
sufficient_4990m,50.0,R1_20dB,7,-0.30066023442558576,,0.03091594355943215,-40.23651772681223
sufficient_4990m,50.0,R1_20dB,7,-0.294524311274043,,0.030849232685949874,-40.25528051663224
sufficient_4990m,50.0,R1_20dB,7,-0.28838838812250067,,0.03077998708246873,-40.27479917758953
sufficient_4990m,50.0,R1_20dB,7,-0.2822524649709579,,0.03070841021042572,-40.29502117456435
sufficient_4990m,50.0,R1_20dB,7,-0.2761165418194156,,0.030634707871577817,-40.31589297597761
sufficient_4990m,50.0,R1_20dB,7,-0.2699806186678728,,0.03055908735080698,-40.337360244995615
sufficient_4990m,50.0,R1_20dB,7,-0.2638446955163305,,0.030481756597241096,-40.359368025589745
sufficient_4990m,50.0,R1_20dB,7,-0.25770877236478773,,0.03040292344813987,-40.3818609224911
sufficient_4990m,50.0,R1_20dB,7,-0.25157284921324496,,0.030322794899176487,-40.4047832742073
sufficient_4990m,50.0,R1_20dB,7,-0.24543692606170264,,0.030241576423943164,-40.428079318397074
sufficient_4990m,50.0,R1_20dB,7,-0.23930100291015988,,0.030159471344736025,-40.45169334902455
sufficient_4990m,50.0,R1_20dB,7,-0.23316507975861755,,0.03007668025593997,-40.475569864838164
sufficient_4990m,50.0,R1_20dB,7,-0.2270291566070748,,0.029993400500650507,-40.49965370883706
sufficient_4990m,50.0,R1_20dB,7,-0.22089323345553247,,0.02990982570053919,-40.52389019849958
sufficient_4990m,50.0,R1_20dB,7,-0.2147573103039897,,0.029826145338401295,-40.54822524665225
sufficient_4990m,50.0,R1_20dB,7,-0.20862138715244738,,0.029742544392318354,-40.572605472953924
sufficient_4990m,50.0,R1_20dB,7,-0.2024854640009046,,0.029659203019928183,-40.596978306056755
sufficient_4990m,50.0,R1_20dB,7,-0.1963495408493623,,0.029576296290918923,-40.62129207658365
sufficient_4990m,50.0,R1_20dB,7,-0.19021361769781953,,0.029493993965550643,-40.645496101130895
sufficient_4990m,50.0,R1_20dB,7,-0.18407769454627676,,0.029412460316756407,-40.66954075756434
sufficient_4990m,50.0,R1_20dB,7,-0.17794177139473444,,0.029331853993179575,-40.693377551928265
sufficient_4990m,50.0,R1_20dB,7,-0.17180584824319167,,0.02925232792036252,-40.716959177328306
sufficient_4990m,50.0,R1_20dB,7,-0.16566992509164935,,0.029174029237209336,-40.74023956518394
sufficient_4990m,50.0,R1_20dB,7,-0.15953400194010658,,0.029097099264795447,-40.76317392927265
sufficient_4990m,50.0,R1_20dB,7,-0.15339807878856426,,0.029021673504587717,-40.785718803006915
sufficient_4990m,50.0,R1_20dB,7,-0.1472621556370215,,0.028947881663161597,-40.80783207039892
sufficient_4990m,50.0,R1_20dB,7,-0.14112623248547917,,0.028875847700555745,-40.82947299117435
sufficient_4990m,50.0,R1_20dB,7,-0.1349903093339364,,0.028805689899480843,-40.85060222049946
sufficient_4990m,50.0,R1_20dB,7,-0.12885438618239364,,0.028737520952697385,-40.87118182378284
sufficient_4990m,50.0,R1_20dB,7,-0.12271846303085132,,0.02867144806598977,-40.89117528700711
sufficient_4990m,50.0,R1_20dB,7,-0.11658253987930856,,0.028607573074289232,-40.910547523036314
sufficient_4990m,50.0,R1_20dB,7,-0.11044661672776623,,0.02854599256863192,-40.92926487433233
sufficient_4990m,50.0,R1_20dB,7,-0.10431069357622347,,0.02848679803177751,-40.94729511249903
sufficient_4990m,50.0,R1_20dB,7,-0.09817477042468115,,0.028430075980455657,-40.96460743505649
sufficient_4990m,50.0,R1_20dB,7,-0.09203884727313838,,0.02837590811235061,-40.981172459830105
sufficient_4990m,50.0,R1_20dB,7,-0.08590292412159606,,0.028324371456074915,-40.996962217320075
sufficient_4990m,50.0,R1_20dB,7,-0.07976700097005329,,0.028275538522521508,-41.01195014139815
sufficient_4990m,50.0,R1_20dB,7,-0.07363107781851097,,0.028229477456116984,-41.02611105865797
sufficient_4990m,50.0,R1_20dB,7,-0.0674951546669682,,0.028186252184626916,-41.03942117672604
sufficient_4990m,50.0,R1_20dB,7,-0.06135923151542544,,0.028145922566285692,-41.05185807182035
sufficient_4990m,50.0,R1_20dB,7,-0.05522330836388312,,0.028108544533138335,-41.06340067582405
sufficient_4990m,50.0,R1_20dB,7,-0.04908738521234035,,0.028074170229589142,-41.07402926312283
sufficient_4990m,50.0,R1_20dB,7,-0.04295146206079803,,0.02804284814525182,-41.0837254374357
sufficient_4990m,50.0,R1_20dB,7,-0.03681553890925526,,0.028014623241288332,-41.09247211885122
sufficient_4990m,50.0,R1_20dB,7,-0.03067961575771294,,0.027989537069508363,-41.10025353126367
sufficient_4990m,50.0,R1_20dB,7,-0.024543692606170175,,0.02796762788357839,-41.10705519038744
sufficient_4990m,50.0,R1_20dB,7,-0.018407769454627854,,0.027948930741760365,-41.11286389251159
sufficient_4990m,50.0,R1_20dB,7,-0.012271846303085088,,0.02793347760066276,-41.117667704141695
sufficient_4990m,50.0,R1_20dB,7,-0.006135923151542766,,0.027921297399544517,-41.1214559526615
sufficient_4990m,50.0,R1_20dB,7,0.0,,0.027912416134763453,-41.124219218133284
sufficient_4990m,50.0,R1_20dB,7,0.006135923151542766,,0.02790685692400667,-41.12594932634222
sufficient_4990m,50.0,R1_20dB,7,0.012271846303085088,,0.027904640059981535,-41.12663934317801
sufficient_4990m,50.0,R1_20dB,7,0.018407769454627854,,0.02790578305328295,-41.12628357043448
sufficient_4990m,50.0,R1_20dB,7,0.024543692606170175,,0.027910300664185265,-41.124877543096204
sufficient_4990m,50.0,R1_20dB,7,0.03067961575771294,,0.027918204923137707,-41.122418028170344
sufficient_4990m,50.0,R1_20dB,7,0.03681553890925526,,0.027929505139769818,-41.11890302511
sufficient_4990m,50.0,R1_20dB,7,0.04295146206079803,,0.02794420790023908,-41.114331767865394
sufficient_4990m,50.0,R1_20dB,7,0.04908738521234035,,0.027962317052778008,-41.10870472858777
sufficient_4990m,50.0,R1_20dB,7,0.05522330836388312,,0.02798383368132243,-41.10202362300025
sufficient_4990m,50.0,R1_20dB,7,0.06135923151542544,,0.028008756067126907,-41.09429141743937
sufficient_4990m,50.0,R1_20dB,7,0.0674951546669682,,0.02803707963829958,-41.08551233755917
sufficient_4990m,50.0,R1_20dB,7,0.07363107781851097,,0.02806879690721577,-41.07569187867906
sufficient_4990m,50.0,R1_20dB,7,0.07976700097005329,,0.028103897395799448,-41.06483681774442
sufficient_4990m,50.0,R1_20dB,7,0.08590292412159606,,0.028142367548695348,-41.052955226856646
sufficient_4990m,50.0,R1_20dB,7,0.09203884727313838,,0.028184190634390923,-41.04005648831651
sufficient_4990m,50.0,R1_20dB,7,0.09817477042468115,,0.0282293466343901,-41.02615131111098
sufficient_4990m,50.0,R1_20dB,7,0.10431069357622347,,0.028277812120587657,-41.011251748759335
sufficient_4990m,50.0,R1_20dB,7,0.11044661672776623,,0.028329560121047568,-40.995371218418754
sufficient_4990m,50.0,R1_20dB,7,0.11658253987930856,,0.028384559974449736,-40.978524521133615
sufficient_4990m,50.0,R1_20dB,7,0.12271846303085132,,0.02844277717353884,-40.96072786309524
sufficient_4990m,50.0,R1_20dB,7,0.12885438618239364,,0.028504173197987055,-40.94199887776014
sufficient_4990m,50.0,R1_20dB,7,0.1349903093339364,,0.02856870533717073,-40.922356648655374
sufficient_4990m,50.0,R1_20dB,7,0.14112623248547917,,0.028636326503458476,-40.90182173267869
sufficient_4990m,50.0,R1_20dB,7,0.1472621556370215,,0.028706985036717973,-40.88041618367882
sufficient_4990m,50.0,R1_20dB,7,0.15339807878856426,,0.02878062450086933,-40.85816357607813
sufficient_4990m,50.0,R1_20dB,7,0.15953400194010658,,0.028857183473445545,-40.83508902827512
sufficient_4990m,50.0,R1_20dB,7,0.16566992509164935,,0.02893659532926659,-40.81121922553848
