span,zs,snr,p,omega,k_if_mapped,P_ar,P_ar_db
sufficient_4990m,4.0,R0_NOISELESS,7,-1.6321555583103222,,5.2779351376615544e-18,-216.6875946708865
sufficient_4990m,4.0,R0_NOISELESS,7,-1.6260196351587797,,5.19311783910923e-18,-216.82831209624837
sufficient_4990m,4.0,R0_NOISELESS,7,-1.6198837120072371,,5.110192667142491e-18,-216.9681301565759
sufficient_4990m,4.0,R0_NOISELESS,7,-1.6137477888556946,,5.029109963067977e-18,-217.1070530111753
sufficient_4990m,4.0,R0_NOISELESS,7,-1.607611865704152,,4.949821566831192e-18,-217.24508477351975
sufficient_4990m,4.0,R0_NOISELESS,7,-1.6014759425526093,,4.872280766433077e-18,-217.38222951182948
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5953400194010667,,4.796442249230197e-18,-217.51849124964218
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5892040962495242,,4.722262055041953e-18,-217.65387396637385
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5830681730979816,,4.649697530991761e-18,-217.78838159787014
sufficient_4990m,4.0,R0_NOISELESS,7,-1.576932249946439,,4.578707288012301e-18,-217.9220180369485
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5707963267948966,,4.509251158947899e-18,-218.05478713393117
sufficient_4990m,4.0,R0_NOISELESS,7,-1.564660403643354,,4.4412901581901486e-18,-218.18669269716966
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5585244804918115,,4.374786442785572e-18,-218.31773849356014
sufficient_4990m,4.0,R0_NOISELESS,7,-1.552388557340269,,4.309703274956705e-18,-218.4479282490504
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5462526341887264,,4.246004985980689e-18,-218.5772656491385
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5401167110371838,,4.183656941371608e-18,-218.70575433936338
sufficient_4990m,4.0,R0_NOISELESS,7,-1.533980787885641,,4.1226255073153304e-18,-218.83339792578707
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5278448647340985,,4.06287801830771e-18,-218.96019997546912
sufficient_4990m,4.0,R0_NOISELESS,7,-1.521708941582556,,4.004382745948961e-18,-219.08616401693362
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5155730184310134,,3.9471088688493005e-18,-219.21129354062805
sufficient_4990m,4.0,R0_NOISELESS,7,-1.509437095279471,,3.891026443602578e-18,-219.33559199937508
sufficient_4990m,4.0,R0_NOISELESS,7,-1.5033011721279284,,3.8361063767865424e-18,-219.459062808817
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4971652489763858,,3.782320397950175e-18,-219.58170934785278
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4910293258248433,,3.7296410335500684e-18,-219.70353495906832
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4848934026733007,,3.678041581799489e-18,-219.82454294915965
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4787574795217582,,3.627496088395244e-18,-219.94473658934925
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4726215563702154,,3.5779793230888845e-18,-220.06411911579602
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4664856332186729,,3.529466757070245e-18,-220.1826937299984
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4603497100671303,,3.4819345411325335e-18,-220.30046359919112
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4542137869155878,,3.435359484589492e-18,-220.4174318567359
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4480778637640452,,3.3897190349163836e-18,-220.5336016025056
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4419419406125027,,3.3449912580876604e-18,-220.64897590326242
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4358060174609601,,3.301154819585262e-18,-220.7635577930305
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4296700943094176,,3.2581889660526275e-18,-220.8773502734619
sufficient_4990m,4.0,R0_NOISELESS,7,-1.423534171157875,,3.216073507570402e-18,-220.99035631419756
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4173982480063325,,3.1747888005308693e-18,-221.10257885322216
sufficient_4990m,4.0,R0_NOISELESS,7,-1.41126232485479,,3.1343157310890254e-18,-221.21402079721372
sufficient_4990m,4.0,R0_NOISELESS,7,-1.4051264017032472,,3.0946356991690604e-18,-221.32468502188738
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3989904785517047,,3.0557306030059476e-18,-221.4345743723342
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3928545554001621,,3.0175828242025648e-18,-221.5436916633546
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3867186322486196,,2.9801752132835603e-18,-221.65203967978638
sufficient_4990m,4.0,R0_NOISELESS,7,-1.380582709097077,,2.9434910757279536e-18,-221.75962117682798
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3744467859455345,,2.9075141584631618e-18,-221.8664388803565
sufficient_4990m,4.0,R0_NOISELESS,7,-1.368310862793992,,2.872228636803756e-18,-221.97249548724116
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3621749396424494,,2.8376191018190037e-18,-222.07779366565143
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3560390164909069,,2.803670548113813e-18,-222.18233605536082
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3499030933393643,,2.7703683620082865e-18,-222.28612526804596
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3437671701878218,,2.7376983101017148e-18,-222.38916388758096
sufficient_4990m,4.0,R0_NOISELESS,7,-1.337631247036279,,2.7056465282073284e-18,-222.4914544703273
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3314953238847365,,2.6741995106447056e-18,-222.5929995454195
sufficient_4990m,4.0,R0_NOISELESS,7,-1.325359400733194,,2.6433440998772005e-18,-222.69380161504608
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3192234775816514,,2.6130674764822422e-18,-222.79386315472664
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3130875544301088,,2.583357149442854e-18,-222.89318661358442
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3069516312785663,,2.5542009467491427e-18,-222.99177441461492
sufficient_4990m,4.0,R0_NOISELESS,7,-1.3008157081270237,,2.525587006298944e-18,-223.08962895495034
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2946797849754812,,2.4975037670872504e-18,-223.1867526061202
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2885438618239387,,2.4699399606743945e-18,-223.28314771430763
sufficient_4990m,4.0,R0_NOISELESS,7,-1.282407938672396,,2.442884602923366e-18,-223.37881660060233
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2762720155208536,,2.4163269859969993e-18,-223.47376156124943
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2701360923693108,,2.3902566706060936e-18,-223.5679848678945
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2640001692177683,,2.3646634784998964e-18,-223.66148876782515
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2578642460662257,,2.339537485190661e-18,-223.7542754842088
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2517283229146832,,2.314869012904324e-18,-223.84634721632705
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2455923997631406,,2.29064862374963e-18,-223.93770613980638
sufficient_4990m,4.0,R0_NOISELESS,7,-1.239456476611598,,2.266867113098323e-18,-224.0283544068456
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2333205534600555,,2.2435155031692677e-18,-224.11829414643972
sufficient_4990m,4.0,R0_NOISELESS,7,-1.227184630308513,,2.2205850368096723e-18,-224.20752746460053
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2210487071569704,,2.1980671714667815e-18,-224.296056444574
sufficient_4990m,4.0,R0_NOISELESS,7,-1.214912784005428,,2.175953573343703e-18,-224.38388314705432
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2087768608538851,,2.154236111733204e-18,-224.4710096103948
sufficient_4990m,4.0,R0_NOISELESS,7,-1.2026409377023426,,2.1329068535235857e-18,-224.55743785081563
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1965050145508,,2.1119580578709312e-18,-224.64316986260866
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1903690913992575,,2.0913821710322394e-18,-224.7282076183389
sufficient_4990m,4.0,R0_NOISELESS,7,-1.184233168247715,,2.0711718213541338e-18,-224.81255306904336
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1780972450961724,,2.051319814412067e-18,-224.8962081444265
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1719613219446299,,2.0318191282950585e-18,-224.97917475305331
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1658253987930873,,2.0126629090312606e-18,-225.06145478253922
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1596894756415448,,1.9938444661497343e-18,-225.14305009973694
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1535535524900022,,1.975357268374046e-18,-225.22396255092139
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1474176293384597,,1.9571949394434035e-18,-225.3041939619709
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1412817061869172,,1.9393512540572262e-18,-225.38374613854637
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1351457830353744,,1.921820133939191e-18,-225.46262086626754
sufficient_4990m,4.0,R0_NOISELESS,7,-1.129009859883832,,1.9045956440169064e-18,-225.54081991088677
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1228739367322893,,1.887671988713537e-18,-225.61834501846008
sufficient_4990m,4.0,R0_NOISELESS,7,-1.116738013580747,,1.8710435083478088e-18,-225.69519791551588
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1106020904292042,,1.8547046756389368e-18,-225.77138030922103
sufficient_4990m,4.0,R0_NOISELESS,7,-1.1044661672776614,,1.838650092313188e-18,-225.84689388754455
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0983302441261191,,1.8228744858088236e-18,-225.92174031941877
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0921943209745764,,1.8073727060763676e-18,-225.99592125489838
sufficient_4990m,4.0,R0_NOISELESS,7,-1.086058397823034,,1.7921397224711854e-18,-226.06943832531672
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0799224746714913,,1.7771706207354803e-18,-226.1422931434402
sufficient_4990m,4.0,R0_NOISELESS,7,-1.073786551519949,,1.7624606000669493e-18,-226.21448730362005
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0676506283684062,,1.748004970271358e-18,-226.28602238194193
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0615147052168639,,1.7337991489964726e-18,-226.3568999363736
sufficient_4990m,4.0,R0_NOISELESS,7,-1.055378782065321,,1.7198386590448086e-18,-226.42712150691
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0492428589137788,,1.7061191257627815e-18,-226.4966886157163
sufficient_4990m,4.0,R0_NOISELESS,7,-1.043106935762236,,1.6926362745038955e-18,-226.56560276726904
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0369710126106932,,1.6793859281637273e-18,-226.63386544849482
sufficient_4990m,4.0,R0_NOISELESS,7,-1.030835089459151,,1.6663640047844837e-18,-226.70147812890718
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0246991663076082,,1.6535665152270313e-18,-226.7684422607414
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0185632431560658,,1.6409895609083562e-18,-226.83475927908714
sufficient_4990m,4.0,R0_NOISELESS,7,-1.012427320004523,,1.6286293316024465e-18,-226.90043060201924
sufficient_4990m,4.0,R0_NOISELESS,7,-1.0062913968529807,,1.6164821033027235e-18,-226.9654576307265
sufficient_4990m,4.0,R0_NOISELESS,7,-1.000155473701438,,1.6045442361441275e-18,-227.02984174963856
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9940195505498957,,1.5928121723831105e-18,-227.0935843265509
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9878836273983529,,1.5812824344337699e-18,-227.15668671274784
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9817477042468106,,1.5699516229584814e-18,-227.21915024312378
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9756117810952678,,1.5588164150113822e-18,-227.28097623630254
sufficient_4990m,4.0,R0_NOISELESS,7,-0.969475857943725,,1.5478735622331732e-18,-227.34216599475505
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9633399347921827,,1.5371198890956925e-18,-227.40272080491508
sufficient_4990m,4.0,R0_NOISELESS,7,-0.95720401164064,,1.526552291194818e-18,-227.46264193729317
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9510680884890976,,1.5161677335902838e-18,-227.5219306465891
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9449321653375549,,1.5059632491910154e-18,-227.5805881718024
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9387962421860125,,1.4959359371846942e-18,-227.63861573634102
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9326603190344698,,1.486082961510229e-18,-227.6960145481289
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9265243958829275,,1.4764015493719263e-18,-227.75278579971126
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9203884727313847,,1.4668889897941356e-18,-227.80893066835858
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9142525495798419,,1.4575426322152145e-18,-227.86445031616887
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9081166264282996,,1.4483598851196927e-18,-227.91934589016844
sufficient_4990m,4.0,R0_NOISELESS,7,-0.9019807032767568,,1.4393382147075288e-18,-227.97361852241107
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8958447801252145,,1.4304751435994285e-18,-228.0272693300754
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8897088569736717,,1.4217682495771795e-18,-228.08029941556126
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8835729338221294,,1.4132151643580332e-18,-228.13270986658392
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8774370106705867,,1.4048135724021602e-18,-228.18450175626737
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8713010875190443,,1.396561209752271e-18,-228.23567614323554
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8651651643675016,,1.3884558629044762e-18,-228.28623407170286
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8590292412159592,,1.3804953677095561e-18,-228.3361765715624
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8528933180644165,,1.3726776083037578e-18,-228.38550465847334
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8467573949128737,,1.365000516068334e-18,-228.43421933394677
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8406214717613314,,1.35746206861702e-18,-228.48232158543
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8344855486097886,,1.3500602888106846e-18,-228.5298123863895
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8283496254582463,,1.3427932437984229e-18,-228.5766926963928
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8222137023067035,,1.335659044084363e-18,-228.62296346118848
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8160777791551612,,1.3286558426194994e-18,-228.66862561278515
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8099418560036185,,1.3217818339178718e-18,-228.7136800695294
sufficient_4990m,4.0,R0_NOISELESS,7,-0.8038059328520761,,1.315035253196453e-18,-228.75812773618176
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7976700097005334,,1.3084143755380896e-18,-228.80196950399178
sufficient_4990m,4.0,R0_NOISELESS,7,-0.791534086548991,,1.3019175150769085e-18,-228.8452062507719
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7853981633974483,,1.2955430242055782e-18,-228.8878388409699
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7792622402459055,,1.2892892928038608e-18,-228.92986812573992
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7731263170943632,,1.2831547474878925e-18,-228.97129494301268
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7669903939428204,,1.2771378508796548e-18,-229.01212011756417
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7608544707912781,,1.2712371008961185e-18,-229.052344461083
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7547185476397353,,1.2654510300575418e-18,-229.091968772237
sufficient_4990m,4.0,R0_NOISELESS,7,-0.748582624488193,,1.2597782048144507e-18,-229.130993836738
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7424467013366502,,1.254217224892805e-18,-229.16942042740624
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7363107781851079,,1.248766722656912e-18,-229.20724930423256
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7301748550335652,,1.2434253624896186e-18,-229.24448121444055
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7240389318820228,,1.2381918401893705e-18,-229.28111689254675
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7179030087304801,,1.2330648823837048e-18,-229.31715706042002
sufficient_4990m,4.0,R0_NOISELESS,7,-0.7117670855789373,,1.2280432459587798e-18,-229.35260242733972
sufficient_4990m,4.0,R0_NOISELESS,7,-0.705631162427395,,1.223125717504541e-18,-229.38745369005287
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6994952392758522,,1.2183111127751505e-18,-229.42171153283005
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6933593161243099,,1.2135982761643054e-18,-229.45537662752037
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6872233929727671,,1.2089860801950892e-18,-229.48844963360506
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6810874698212248,,1.2044734250240119e-18,-229.52093119825054
sufficient_4990m,4.0,R0_NOISELESS,7,-0.674951546669682,,1.2000592379589037e-18,-229.5528219563596
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6688156235181397,,1.1957424729903316e-18,-229.58412253062247
sufficient_4990m,4.0,R0_NOISELESS,7,-0.662679700366597,,1.191522110336236e-18,-229.61483353156592
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6565437772150546,,1.1873971559994726e-18,-229.64495555760206
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6504078540635119,,1.1833666413379687e-18,-229.6744891950757
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6442719309119691,,1.1794296226472122e-18,-229.70343501831059
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6381360077604268,,1.1755851807547914e-18,-229.7317935896552
sufficient_4990m,4.0,R0_NOISELESS,7,-0.632000084608884,,1.171832420626721e-18,-229.75956545952673
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6258641614573417,,1.1681704709852992e-18,-229.78675116645485
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6197282383057989,,1.1645984839382366e-18,-229.81335123712373
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6135923151542566,,1.1611156346188299e-18,-229.83936618641383
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6074563920027138,,1.1577211208369269e-18,-229.86479651744207
sufficient_4990m,4.0,R0_NOISELESS,7,-0.6013204688511715,,1.154414162740476e-18,-229.88964272160135
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5951845456996288,,1.1511940024874294e-18,-229.91390527859906
sufficient_4990m,4.0,R0_NOISELESS,7,-0.589048622548086,,1.1480599039277917e-18,-229.93758465649452
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5829126993965437,,1.1450111522956116e-18,-229.96068131173573
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5767767762450009,,1.1420470539107155e-18,-229.98319568919476
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5706408530934586,,1.139166935890001e-18,-230.00512822220256
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5645049299419158,,1.136370145868094e-18,-230.0264793325827
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5583690067903735,,1.1336560517272032e-18,-230.04724943068408
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5522330836388307,,1.1310240413359954e-18,-230.06743891541288
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5460971604872884,,1.1284735222973313e-18,-230.08704817426354
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5399612373357456,,1.1260039217046914e-18,-230.1060775833488
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5338253141842033,,1.1236146859071606e-18,-230.12452750742864
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5276893910326605,,1.1213052802827968e-18,-230.14239829993875
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5215534678811178,,1.11907518902027e-18,-230.15969030301784
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5154175447295755,,1.11692391490861e-18,-230.1764038475338
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5092816215780327,,1.1148509791349537e-18,-230.1925392531096
sufficient_4990m,4.0,R0_NOISELESS,7,-0.5031456984264904,,1.1128559210901514e-18,-230.2080968281476
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4970097752749476,,1.1109382981821178e-18,-230.2230768698536
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4908738521234053,,1.1090976856568144e-18,-230.23747966425947
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4847379289718625,,1.1073336764267476e-18,-230.2513054862453
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4786020058203202,,1.105645880906882e-18,-230.26455459956048
sufficient_4990m,4.0,R0_NOISELESS,7,-0.47246608266877743,,1.1040339268578623e-18,-230.27722725684401
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4663301595172351,,1.102497459236455e-18,-230.2893236996439
sufficient_4990m,4.0,R0_NOISELESS,7,-0.46019423636569234,,1.1010361400531128e-18,-230.30084415843547
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4540583132141496,,1.099649648236577e-18,-230.3117888526394
sufficient_4990m,4.0,R0_NOISELESS,7,-0.44792239006260726,,1.0983376795054338e-18,-230.32215799063837
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4417864669110645,,1.097099946246548e-18,-230.3319517697929
sufficient_4990m,4.0,R0_NOISELESS,7,-0.43565054375952217,,1.0959361774002994e-18,-230.3411703764566
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4295146206079794,,1.0948461183525522e-18,-230.34981398599044
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4233786974564371,,1.0938295308332929e-18,-230.35788276277603
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4172427743048943,,1.0928861928218713e-18,-230.36537686022848
sufficient_4990m,4.0,R0_NOISELESS,7,-0.411106851153352,,1.0920158984587932e-18,-230.37229642080763
sufficient_4990m,4.0,R0_NOISELESS,7,-0.4049709280018092,,1.09121845796401e-18,-230.37864157602954
sufficient_4990m,4.0,R0_NOISELESS,7,-0.3988350048502669,,1.0904936975616483e-18,-230.384412446476
sufficient_4990m,4.0,R0_NOISELESS,7,-0.39269908169872414,,1.0898414594111475e-18,-230.38960914180416
sufficient_4990m,4.0,R0_NOISELESS,7,-0.3865631585471814,,1.089261601544752e-18,-230.39423176075445
sufficient_4990m,4.0,R0_NOISELESS,7,-0.38042723539563905,,1.088753997811327e-18,-230.39828039115872
sufficient_4990m,4.0,R0_NOISELESS,7,-0.3742913122440963,,1.088318537826462e-18,-230.4017551099463
sufficient_4990m,4.0,R0_NOISELESS,7,-0.36815538909255396,,1.0879551269288316e-18,-230.40465598315038
